custom_id,label,cause,effect,speechText,textEN,speechLanguage,Year,speakerParty,speakerPolGroup,speakerCountry,climate,health,intersection,token_length,sentence_count,has_climate_terms,has_health_terms
390,0,,,"  – Vážený pán predsedajúci. Pravdou je, že po všetkých krízach, ktoré Európu postihli, sa ľuďom žije v Európe ťažšie. Niektorí prišli o prácu, niektorí o zdravie, či dokonca niektorí o svojich blízkych. Po tom všetkom dnes navyše čelíme vojne na Ukrajine, enormnému zvyšovaniu cien energií a potravín. Tento zúfalý stav je živnou pôdou pre tých, ktorí síce nemajú žiadne riešenia, no majú ľúbivé, populistické reči, nenávisť, nadávky, výsmech a ponižovanie.  Vážení priatelia, čelíme prudkému nárastu agresivity, ktorú vyvolávajú extrémisti a fašisti. Výsledkom sú nenávistné útoky či dokonca nenávistné vraždy tak, ako to bolo v mojej krajine nedávno v Bratislave. Extrémisti úradujú v celej Európe. V Nemecku extrémna pravica, takzvaní ríšski občania, sa pokúšali o štátny puč. V mnohých krajinách v posledných rokoch badáme, že extrémistickí politici sú súčasťou demokratických parlamentov. Dokonca aj tu, v Európskom parlamente, máme zvolených poslancov, ktorí obdivujú Hitlera a popierajú holokaust. Na Slovensku, v mojej krajine, sú v parlamente fašisti, ktorí sa združili v politických stranách a ľúbivo si ich nazvali Ľudová strana či Republika. Dnes, krytí demokraciou a slobodou slova, vyzývajú na zriaďovanie domobrany za účelom fyzických zákrokov voči Rómom. Ešte prednedávnom však nosili uniformy, naháňali a bili ľudí inej farby pleti, hajlovali a verejne sa prezentovali nacistickými symbolmi.  Vážení kolegovia, musíme otvoriť oči a priznať si, že extrémisti rastú aj našou vinou. Celý čas o tom iba rozprávame a nečinne sa na to pozeráme. Prestaňme akceptovať, že vyjadrovanie extrémistických názorov je sloboda slova, súčasť demokracie. Extrémizmus je totižto, vážení kolegovia, terorizmus. Extrémizmus je vážny zločin. Nedovoľme im viac, prosím vás, zneužívať demokraciu. Extrémisti a teroristi patria do basy. ","Some have lost their jobs, some about health, or even some about their loved ones.",SK,2023,Obyčajní ľudia a nezávislé osobnosti,EPP,Slovakia,0,1,0,20,21,FALSE,TRUE
391,0,,,"  – Tisztelt Elnök asszony, képviselőtársaim! A szabadság mindig jobb a korlátozásoknál, és ez akkor is így van, ha ebben most egy igazolás segít, hiszen főként az átoltottság növekedésével kell legyen módja annak, hogy tudjuk ki védett és ki nem. Arra kérem az uniós intézményeket, hogy külön foglalkozzanak a 16 év alatti kiskorúak védettség igazolásával, hiszen ők még nem kaphatnak védőoltást. Viszont, ha rájuk továbbra is érvényesek a karantén szabályozások, akkor a családok mozgásszabadsága korlátozott marad. A járvány kezelésében és az oltások körül még mindig nagyon sok a kérdőjel. De egyvalami egészen biztos. A tudomány jelenlegi állása szerint egyedül a védőoltás előzi meg biztosan a súlyos megbetegedéseket, és szorítja vissza a járvány terjedését. Sem egy gyorsteszt, sem egy igazolás nem tudja kiváltani az oltások által jelentett védettséget. Egy legutóbbi felmérés eredménye nagyon aggasztó. Romániában a lakosság kevesebb mint 20 százaléka szeretné rövidesen beoltatni magát. Közben naponta átlagban 200 ember veszíti életét a koronavírus járványban. Merjük kimondani: az oltás elutasítása önző cselekedet saját családunk és a társadalom iránt, hiszen minden beoltott emberrel eggyel a csökken a kórházak túlterhelésének veszélye és az elhalálozások esélye. Természetesen a védőoltás nem lehet kötelező, de ez semmit el nem vesz az egyéni felelősségből. Arra kérem képviselőtársaimat, a Bizottságot és a tagállamokat, hogy a következő időszakban tegyünk meg mindent a polgárok meggyőzése érdekében.","Meanwhile, on average, 200 people lose their lives in the coronavirus epidemic.",HU,2021,Uniunea Democrată Maghiară din România,Group of the European People's Party (Christian Democrats),Romania,0,5,0,18,14,FALSE,TRUE
394,0,,,"  – Elnök Asszony! Támogatok minden globális stratégiát, ha abban megtalálom az európai polgárok érdekét, jelen esetben az egészségügyi közellátásnak a biztonságát és egyenlő hozzáférési lehetőségét minden európai polgár számára. Ez a kép, amit felmutatok és tudom, hogy kevéssé látszik, ez a kép egy kis támfal, hátfal nélküli kis szék egy gyermekkórházban Budapesten. Nem, nem 400 kilométerre Magyarország fővárosától, vidéken, hanem a fővárosban. Egy kisszék, amin egy édesanya napokat kell, hogy eltöltsön, mert nincs lehetőség, pénz arra, hogy bővebb, normálisabb, minőségi ellátáshoz jusson. El sem hinném, hogy így van, hogy ha ez nem a saját feleségem fotója lenne tegnapról, amikor a kisgyermekünkkel napokig kórházban volt. Én azt követelem, hogy legyen egy olyan egészségügyi minimumszolgáltatás az Európai Unióban, amely minden polgárnak megadja a biztonságos és egyenlő feltételeket. Ehhez el kell végezni egy stressztesztet az Európai Unióban, ehhez várom a Bizottság partnerségét. Köszönöm szépen, Elnök Asszony, dolgozzunk tovább az európai egészségügyi unióért!",I demand that there be a minimum health service in the European Union that gives every citizen the safe and equal conditions.,HU,2023,Magyar Szocialista Párt,S&D,Hungary,0,3,0,25,9,FALSE,TRUE
395,0,,,"  – Senhora Comissária, Senhor Presidente, o lançamento deste programa EU4HEALTH, com mais de 5 mil milhões de euros, não podia ser mais oportuno. Nunca a saúde foi tão prioritária, como tópico e assunto europeu, como é hoje.  Queria dizer que saúdo a ideia de termos 20 % reservados para a medicina preventiva e, aqui, permita-me defender uma causa que é fundamental para a União, que é o combate à obesidade infantil, que será fonte de muitas doenças no futuro.  Segundo a ideia de reservas estratégicas - 12,5 % das verbas serem alocadas a reservas estratégicas - isto é fundamental para garantir que nunca mais teremos a aflição que tivemos no início da pandemia, onde medicamentos, equipamentos, estavam a faltar por toda a União.  A prioridade a dar à luta contra o cancro e, finalmente, deixe-me dar aqui um toque, que é uma lição da pandemia. Os serviços europeus de saúde não falharam. Eles não estavam era orientados para as infeções e, por isso, nós temos que voltar a reorientar - como no início do século XX - todos os nossos serviços de saúde para o novo problema que são as infeções. E o problema das infeções põe a questão da União da Saúde, porque as infeções não têm fronteiras, pressupõem mobilidade e, por isso, exigem uma resposta europeia no domínio da saúde. ","The priority to fight cancer and finally let me give a touch here, which is a pandemic lesson.",PT,2021,Partido Social Democrata,EPP,Portugal,0,14,0,24,8,FALSE,TRUE
396,0,,,"  – Señora presidenta, la pandemia ha arrebatado la vida a más de 400 000 europeos de los que no nos olvidamos. Europa nunca se ha rendido y ha demostrado, una vez más, su fortaleza ante uno de los mayores desafíos de nuestra historia. Porque Europa es una historia de éxito, en la que juntos, sector público y privado, hemos conseguido en tiempo récord la vacuna y su acceso en igualdad de condiciones para todos.  Pero esta historia de éxito no se puede quedar aquí y debe continuar. Los próximos seis meses tienen que llevarnos al final de la crisis sanitaria. Las instituciones europeas, junto con los gobiernos nacionales, deben poner todos los recursos necesarios a disposición: recursos humanos, contando con todos los profesionales sanitarios del sector público y privado, recursos logísticos y de distribución y toda la infraestructura sanitaria disponible para que, en los próximos seis meses, el 80 % de los europeos estemos vacunados e inmunizados.  Para ello, necesitamos que se cumplan los contratos firmados con la Unión Europea sobre vacunas. Los europeos nos exigen transparencia y confianza, que se respeten los compromisos acordados para que no lleguen menos vacunas que las anunciadas inicialmente en el tiempo acordado. Los europeos están exhaustos y, por ello, necesitamos que los Estados miembros suministren la vacuna con rapidez, seguridad y eficacia; que todas las dosis disponibles se deben poner. Y, por ello, debemos exigir planes nacionales de vacunación y que estos estén supervisados y controlados por el Centro Europeo para la Prevención y el Control de las Enfermedades. Necesitamos un protocolo específico que determine a quién deben inyectarse las dosis sobrantes para evitar discrecionalidad y pérdidas de vacunas.  La vacunación masiva debe ser otro éxito europeo. Debemos superar esta pandemia, salvar vidas y salvar empleos, porque proteger la salud de todos es también proteger la economía y el trabajo de todos. Solo juntos, con responsabilidad y transparencia, firmaremos otro capítulo de éxito de la Unión Europea. ",The next six months have to take us to the end of the health crisis.,ES,2021,Partido Popular,Group of the European People's Party (Christian Democrats),Spain,0,8,0,18,14,FALSE,TRUE
397,0,,,"  – Gerbiama Pirmininke, gerbiamas Komisijos nary, šis pranešimas gerai subalansuotas ir gali prisidėti prie saugesnio ir sveikesnio maisto gamybos Europos Sąjungoje ir ne tik. Mano šalies, Lietuvos, ūkininkai yra pasiruošę plėtoti ekologinį ūkininkavimą, įtraukiant į šią veiklą ir daugiau jaunų ūkininkų. Tačiau, kaip Jūs, gerbiamas komisare, gerai žinote, skirtingų Europos šalių ūkininkai startuoja šiam darbui iš skirtingų pozicijų. Lietuvos ir kitų Baltijos šalių ūkininkai už tą patį darbą gauna skirtingas tiesiogines išmokas, nors visos sąlygos ūkininkavimui yra vienodos, kaip visoje Europos Sąjungoje. Todėl dar kartą kreipiuosi į Jus, komisare, kad padarytumėte viską, jog tiesioginės išmokos būtų visiems vienodos. Tada galėsime tikėtis, jog ir ekologinio ūkininkavimo ambicingi tikslai bus įgyvendinti."," dear President, dear Commission Mary, this message is well balanced and can contribute to safer and healthier food production in the European Union and beyond.",LT,2022,Lietuvos socialdemokratų partija,S&D,Lithuania,0,1,0,32,6,FALSE,TRUE
398,0,,,"  – Señora presidente, señora comisaria, deseamos que el nuevo papel de la EMA sirva, de una manera efectiva y práctica, para mejorar la coordinación y favorecer la comunicación en todo el sector, en momentos críticos como el que estamos viviendo; aumentar la base científica en la toma de decisiones; agilizar los ensayos clínicos y los registros de medicamentos; generar instrumentos eficaces para hacer frente a situaciones de desabastecimiento. Pero este debate no acaba aquí; continúa con el desafío de diseñar una estrategia farmacéutica que proporcione el soporte legal que incentive oportunidades en el campo de la salud. Debemos responder de manera eficaz a las expectativas de los ciudadanos, pero teniendo en cuenta que una mejor coordinación no sea, de ninguna manera, el pretexto para una intromisión en las competencias de los Estados miembros, y que tampoco se genere el obstáculo de un exceso de burocracia y complejidad en la gestión y en la toma de decisiones.",But this debate does not end here; Continue with the challenge of designing a pharmaceutical strategy that provides legal support that encourages opportunities in the field of health.,ES,2021,VOX,Patriots for Europe Group,Spain,0,1,0,32,3,FALSE,TRUE
401,1,epidemics come from outside,the interest of Europe is to mobilize for rapid health progress all over the world,"  – Madame la Présidente, après la crise de la COVID-19, la question de la santé doit redevenir une priorité au cœur des objectifs de développement durable. Quelle sera la prochaine épidémie, et donc la prochaine crise? Nous ne le savons pas, mais croire qu’il n’y en aura pas serait une grave erreur. Puisque les épidémies viennent de l’extérieur, l’intérêt de l’Europe est de se mobiliser pour des progrès rapides en matière de santé partout dans le monde. D’abord, pousser l’approche «Une seule santé», qui combine santé environnementale, santé alimentaire, santé animale et santé humaine. Ensuite, structurer des mécanismes de réaction rapide face à l’émergence des épidémies, ces mécanismes étant aujourd’hui inexistants dans de nombreux pays. Il faut renforcer également la résilience des systèmes de santé, aussi bien pour déployer des campagnes de vaccination que pour faire face à un afflux de malades. Rendre accessibles, enfin, les médicaments essentiels. L’ouverture de la propriété intellectuelle des vaccins n’est pas la seule réponse; il faut aussi permettre la production sur place à des prix adaptés des vaccins, des médicaments et du matériel médical. Si nous voulons être au rendez-vous des ODD, nous devons ouvrir deux chemins: d’une part, préparer les sociétés aux crises et les rendre capables d’y faire face dans la solidarité et la cohésion; d’autre part, développer partout une souveraineté sanitaire pour permettre des réponses locales efficaces et éviter le chaos mondial.","Since epidemics come from outside, the interest of Europe is to mobilize for rapid health progress all over the world.",FR,2023,Parti socialiste,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,France,0,14,0,27,10,FALSE,TRUE
402,0,,,"  – Señora presidenta, señor comisario, señor Omarjee, la petición es muy oportuna en este Parlamento.  Me voy a centrar en los territorios insulares, que sufren desventajas serias y permanentes reconocidas en el Tratado de la propia Unión Europea. Además de los territorios insulares, hay muchos más territorios vulnerables, pero me voy a centrar en los primeros.  Provengo de las Islas Baleares. Una de las principales desventajas es la imposibilidad de utilizar el transporte terrestre. Ni tren ni carretera: para poder acceder a todos los bienes y servicios hay que utilizar siempre el transporte aéreo y marítimo. Y esto, sin duda, disminuye nuestra competitividad. No podemos participar, por lo tanto, en igualdad de condiciones con los territorios continentales. Tenemos muchos más gastos a la hora de importar y exportar los productos, y en temas energéticos, de educación, de sanidad y un larguísimo etcétera. Todo esto ha provocado una desindustrialización de nuestros sectores. Desaparecen muchos sectores económicos y al final solo queda el turismo. En el año 2008 teníamos setecientas empresas de tejido industrial; en el 2020, trescientas treinta.  Por lo tanto, necesitamos aprovechar la oportunidad que supone la modificación de este Reglamento ","We have many more expenses when importing and exporting products, and on energy, education, health and a very long etcetera.",ES,2023,Partido Popular,Group of the European People's Party (Christian Democrats),Spain,0,1,0,30,13,FALSE,TRUE
404,0,,,"  – Monsieur le Président, le monde entier a été affecté par l’épidémie du virus, qui a donné un nouveau visage à notre politique de migration. Cette pandémie a démontré que la maladie ne fait pas de distinction entre les frontières, les nationalités ou le statut social. Seule une réponse globale, qui ne laisse personne en rade, permettra de l’éradiquer, mais ceci nous incite aussi à revoir vraiment notre politique. La crise sanitaire de la COVID-19 a été pour certains États un prétexte pour suspendre les droits fondamentaux des demandeurs d’asile et leur accueil en Europe. Il est temps d’élargir les voies légales d’accès à l’Union européenne en introduisant des visas humanitaires aussi bien pour les personnes qui ont besoin d’une protection internationale que pour celles qui aspirent à un meilleur avenir. En créant une nouvelle Agence pour l’asile, l’Europe doit s’orienter vers des solutions durables qui garantissent les droits fondamentaux des demandeurs d’asile, et ceci conformément aux droits des réfugiés, mais aussi à nos valeurs, ici en Europe, de solidarité. La gestion des frontières européennes doit garantir ces droits en toutes circonstances. Nous déplorons que la dimension hommes-femmes ne soit pas mentionnée dans le rapport initial de l’agence. Il s’ensuit qu’il n’y a pas de prise en compte des besoins spécifiques et de la vulnérabilité des filles mineures, des adolescentes non accompagnées, des femmes, de la communauté LGBTI et des filles handicapées. Cette invisibilité exacerbe leur insécurité et la précarité. La réponse de la nouvelle Agence implique que tout demandeur d’asile puisse être accueilli dans le respect de sa dignité.","This pandemic has shown that the disease does not distinguish between borders, nationalities or social status.",FR,2021,Bündnis 90/Die Grünen,Greens/EFA,Germany,0,4,0,22,11,FALSE,TRUE
405,1,If we do not address industrialised livestock production,we are sure to have bigger and more lethal epidemics than this one,"  – Madam President, we’re talking about addressing symptoms and not causes. The way we produce meat today, with thousands of genetically identical chickens and pigs stuck in massive factories – natural selection, an ecosystem service that provides real-time disease protection, is more, now, effectively a thing of the past. If we do not address industrialised livestock production, we are sure to have bigger and more lethal epidemics than this one. And we cannot win the fight against COVID-19 and future infectious diseases unless we properly fund a public sector that values public health over profit. A health service should not be a business opportunity for big pharma in a health crisis. The chief executive of the French pharmaceutical giant Sanofi said yesterday that they can deliver a vaccine to the Americans, who want to get it first, because they get more funding. This is a company that’s subsidised by the French people. This is a company that distributed EUR 4 billion to its shareholders during the pandemic. The COVID-19 global response framework was announced on 4 May. What conditions will be attached to the fund? At the very least, public investment in a COVID-19 vaccine and the therapeutic development should come with hard conditionalities attached, including real equitable public access, non-exclusive licensing, and an affordable pricing model. But even attaching these conditionalities would not deal with the root of the problem. We need to de-commodify vaccines and therapeutics. We should nationalise pharmaceutical companies, and we should do it now.","If we do not address industrialised livestock production, we are sure to have bigger and more lethal epidemics than this one.",EN,2020,Independents for change,GUE/NGL,Ireland,0,9,0,27,14,FALSE,TRUE
406,0,,,"  – Herr Präsident, Herr Kommissar! Ob Agrarwende, Ernährungs-, Verkehrs- oder Energiewende – mit diesen Schlagworten wollen uns die Grünen in Deutschland seit Jahren umerziehen. Gleichzeitig macht der grüne Wirtschaftsminister einen Kniefall vor dem Scheich in Katar. Ich will heute eine Lanze für unsere Waldbesitzer brechen, denn Holz ist der bedeutendste nachwachsende Rohstoff. Der Wald ist der Schlüssel im Kampf gegen den Klimawandel, Arbeitsplatz für Millionen von Menschen, Holzlieferant für Bau, Wärme und Strom – und er ist Erholungsraum für uns alle. Nachhaltige Waldbewirtschaftung heißt, den großen Erfahrungsschatz der privaten und staatlichen Waldeigentümer sowie der Förster intensiv zu nutzen. Sie wissen am besten, welche Bewirtschaftungsform wo am besten passt. Eine Zentralisierung der Forststrategie nach Europa und neue Zertifizierungen sind daher ein Irrweg. Wer den Grünen Deal will, der muss in diesen Kriegszeiten heimische Potenziale nutzen, Bürokratie abbauen, den handelnden Menschen vor Ort einfach mehr zutrauen.","Whether agricultural turn, nutritional, traffic or energy transition- the Greens in Germany have wanted to rewind us with these keywords.",DE,2022,Christlich-Soziale Union in Bayern e.V.,EPP,Germany,1,2,0,28,9,FALSE,TRUE
407,0,,,"  – Frau Präsidentin, Kolleginnen und Kollegen! Die COVID-Pandemie hat gezeigt, dass wir in der EU neu über unser Gesundheitssystem nachdenken müssen. Kein kommerzielles Unternehmen hätte im Sommer 2020 die notwendigen Milliarden für die Impfstoffstudien bereitgestellt. Nur die nahezu bedingungslose Übernahme der Kosten durch die EU hat den Prozess der Entwicklung so beschleunigen können. Das hätte der vielbeschworene Markt nicht allein geschafft. Aber bis heute wissen wir nicht, wie hoch die Forschungsausgaben tatsächlich waren, und hier braucht es dringend mehr Transparenz.  Zweiter Punkt: Lieferschwierigkeiten bei Arzneimitteln – das haben einige Kolleginnen und Kollegen bereits angesprochen. Das war ein großes Thema in der Pandemie, aber das ist nicht erst seit zwei Jahren ein Thema. Es ist ja schon viel länger so, dass Menschen nicht an ihre Arzneimittel kommen, weil sie nicht lieferbar sind. Deswegen sind wir der Ansicht: Um die Versorgung unserer Bürgerinnen und Bürger mit Arzneimitteln zu sichern, müssen wir die Hersteller stärker in die Verantwortung nehmen. Wer in der EU eine Marktzulassung bekommt, muss nachweisen, dass seine Lieferkette stabil ist und dass er bei Ausfällen auch einen Plan B in der Tasche hat.  Letzter Punkt: Die besten Umweltvorschriften hier in der Europäischen Union nützen uns überhaupt nichts, wenn die Produktion nach Indien oder China verlagert wird. Und wenn dann dort das Abwasser ungeklärt in den Fluss läuft und Antibiotikaresistenzen entstehen, die dann über den Tourismus wieder zu uns zurückkommen, dann zeigt sich, dass die Globalisierung eben auch in die negative Richtung funktioniert. Deswegen fordere ich Sie, Frau Kyriakides, auf: Bitte setzen Sie sich international dafür ein, dass in die Regeln zur Herstellung von Arzneimitteln Umweltvorschriften mit aufgenommen werden, damit wir da ein ","That was a big topic in pandemic, but that hasn't been an issue for two years.",DE,2021,Bündnis 90/Die Grünen,Group of the Greens/European Free Alliance,Germany,0,3,0,24,14,FALSE,TRUE
408,0,,,"  – Panie Przewodniczący! Szanowni Państwo!  Każdy pracownik ma prawo do wysokiego poziomu ochrony zdrowia i bezpiecznego miejsca pracy. Ta podstawowa zasada to filar europejskich praw socjalnych, których sprawne egzekwowanie ma zapewnić bezpieczne i sprawiedliwe warunki pracy dla blisko 170 milionów pracowników w Unii Europejskiej. Musimy pamiętać, że rynek pracy po 2020 roku zmienił się diametralnie. Pandemia Covid-19 spowodowała pojawienie się nowych możliwości zarówno dla pracowników, jak i pracodawców. Wraz z nowymi korzyściami pojawia się odpowiedzialność za zabezpieczenie i aktualizację przepisów w zakresie bezpieczeństwa i higieny pracy, tak aby odpowiadały one nowym realiom ery cyfrowej. Dodatkowo nie zapominajmy o pracownikach pracujących fizycznie, szczególnie tych sezonowych pracujących poza granicami swojego kraju. U takich pracowników warunki bezpieczeństwa i higieny pracy w miejscu pracy są często karygodne. To dotyczy w szczególności pracowników z Europy Środkowo-Wschodniej.  To sprawozdanie to kolejny krok do poprawy bezpieczeństwa i higieny pracy na wspólnym europejskim rynku – rynku, który zmienia się tak szybko, jak szybko zmienia się sytuacja międzynarodowa. Wojna na Ukrainie spowodowała exodus milionów uchodźców wojennych do państw członkowskich, z dnia na dzień jest ich coraz więcej. Ci ludzie będą niebawem częścią naszego rynku pracy. Tworząc przepisy musimy o tym pamiętać i pamiętać także o tym, że na pierwszym miejscu zawsze powinien być człowiek. ",Each employee has the right to a high level of health care and a safe workplace.,PL,2022,Prawo i Sprawiedliwość,ECR,Poland,0,4,0,19,14,FALSE,TRUE
409,1,we need this critical mass of skills,An effective action plan against rare diseases must be European,"  – Madame la Présidente, Madame la Commissaire, chère Stella, chère Frédérique, merci d’avoir organisé ce débat essentiel. Être atteint d’une maladie rare, c’est être confronté au risque de diagnostic tardif, à des difficultés d’accès aux traitements, aux essais cliniques, dans un sentiment de perte de confiance, d’incertitude et d’isolement. Un plan d’action efficace contre les maladies rares se doit d’être européen parce que nous avons besoin de cette masse critique de compétences. L’Union européenne a créé le précieux modèle des centres européens de référence permettant l’échange de pratiques entre spécialistes, la réponse aux questions posées par des médecins souvent démunis, l’accès à des consultations de qualité, à des bases de données, à des patients experts. Conservons cet acquis et renforçons-le, ainsi nous ne laisserons personne de côté. Ces centres ont besoin d’un budget à la hauteur des attentes des 30 millions de patients atteints d’une maladie rare dans l’Union européenne. Madame la Commissaire, financez-les.",An effective action plan against rare diseases must be European because we need this critical mass of skills.,FR,2021,Liste Renaissance,Renew,France,0,4,0,21,7,FALSE,TRUE
410,0,,,"  – Mr President, overall, we have achieved a good deal. I can even see some historical components in it. Of course, in such a complex deal one can always find flaws and disappointments. But the question that we have to ask ourselves is: with this comprehensive budget deal, are we making the EU stronger or weaker? My answer to that is stronger. Especially when it comes to the post-pandemic Recovery Fund, the new own resources and the rule of law conditionality. These three instruments are a step forward towards more integration. They could have been more ambitious – true, but it’s also true that they could have not been there at all. The selfishness of Member States regarding an outdated understanding of national interest – all this could have made all the efforts derail, as so often happens, but this has not been the case so far. Concerning the content of the MFF (Multiannual Financial Framework), this is the least ambitious part of the deal. For instance, the research programme gets far less money than it should, while military spending appears too much in this budget. But it’s also true that the long-term budget has to be regarded together with the additional EUR 750 billion of the Recovery Fund. Let’s be honest, just a year ago a fund like this, with a borrowing mechanism like this, would have seemed impossible, but we had to make a virtue out of necessity, and we did it. Finally, it is worth mentioning the climate and biodiversity spending targets – we in my group are proud that we also succeeded on that.","Especially when it comes to the post-pandemic Recovery Fund, the new own resources and the rule of law conditionality.",EN,2020,Esquerra Republicana de Catalunya,Greens/EFA,Spain,0,1,0,28,14,FALSE,TRUE
411,0,,,"  – Lugupeetav istungi juhataja, proua president, austatav härra peaminister. Esmalt soovin teid loomulikult tänada Portugali eesistumise eesmärkide tutvustamise eest. Tänases tervishoiu- ja majanduskriisis tuleb teha tõeliselt tulevikkuvaatavaid otsuseid, sest globaalne võidujooks kriisist edukama taastumise nimel käib juba mõnda aega. Euroopale on kiire taastumine elulise tähtsusega eesmärk ja meie konkurentsivõime sõltub väga palju otsustest, mida tuleb teha täna siin ja praegu. Olen veendunud, et just need tegevused, mis tõstavad Euroopa kerksust, toetavad laiemalt digitaalset ja tehnoloogilist pööret, annavad meile võimaluse globaalses konkurentsis esirinnas püsida.  Aga härra peaminister, konkurentsivõime tähendab ka võimet tagada meie inimestele Euroopas toodetud tervislik ja mõistliku hinnaga toit. See on ühise põllumajanduspoliitika peamine eesmärk. Ma väga loodan, et ühise põllumajanduspoliitika triloogidel seisab Portugal selle eest, et Euroopa põllumeestelt ei võetaks rohepöörde egiidi all motivatsiooni oma valdkonnas edasi tegutseda. Euroopa Komisjoni ja eriti asepresident Timmermansi roll triloogidel on olnud mitte tasakaalustav ja lahendustele orienteeritud, vaid ideoloogiline ja põllumajandusele murettekitav. Ma loodan, et Portugal seisab oma eesistumise ajal Euroopa põllumeeste huvide eest ja kõneluste tulemused on põllumeestele soodsad. Ma tänan.","But Mr Prime Minister, competitiveness, also means the ability to provide our people with a healthy and reasonably priced food produced in Europe.",ET,2021,Isamaa,Group of the European People's Party (Christian Democrats),Estonia,0,2,0,29,11,FALSE,TRUE
412,0,,,"  – Paní předsedající, kolegyně a kolegové, tak jako další státy v Evropě i Česká republika trpí nedostatkem zdravotníků. Aktuálně dle ministra schází až tři tisíce sester a tisíc lékařů. Špatné pracovní podmínky způsobené také dlouhými přesčasy odstrašují potenciální nové zdravotníky, zatímco zdravotnické školy trpí nedostatečnými financemi a kapacitami. Dobrovolnost přesčasů je často spíše deklaratorní, neboť na ní udržení českého zdravotnictví prostě závisí. Místo systémového řešení však česká vládní koalice přišla s návrhem přesčasy prodlužovat. Jsem ráda, že se pracovníci ve zdravotnictví proti asociálnímu pseudořešení postavili a velká řada z nich odmítla prodloužené přesčasy pracovat. Ministr zdravotnictví byl donucen z původního záměru odstoupit. Zde opět se zdravotníky souhlasím, že není možné udělat pouze kosmetické změny či se vracet do starých nefunkčních kolejí. Zdravotníci tak jako všichni pracující si zaslouží důstojné mzdy a podmínky, žádné 24hodinové směny. Školy potřebují dostatečné finance. Zdravotníci jsou lidé a lidé nejsou stroje. Nechovejme se k nim tedy tak ani v České republice, ani jinde v Evropě.",I am glad that healthcare workers opposed asocial pseudocence and many of them refused to work prolonged overtime.,CS,2023,Komunistická strana Čech a Moravy,Non-attached Members,Czechia,0,10,0,24,12,FALSE,TRUE
413,0,,,"  – Madam President, actions which we take within the Union’s foreign security and defence policy grant a safer tomorrow for the people of the Union and beyond. Given the situation we find ourselves in today, I draw attention to two intertwined challenges: cyberattacks and disinformation.  The European Union is as strong as the strength of our institutions and public trust in them. The recent decision to establish the European Cybersecurity Competence Centre, which in my opinion should include a stand-by unit, will definitely contribute to protecting the essential infrastructure. Disinformation is literally taking lives by turning people against COVID-19 vaccination. We must do better in refuting these lies and we need to step up in the global fight against the COVID-19 pandemic.  Starting tomorrow, we might be able to restore trust in transatlantic cooperation and to rebuild the much-needed Western partnership. I am looking forward to watching this. ",We must do better in refuting these lies and we need to step up in the global fight against the COVID-19 pandemic.,EN,2021,Liberalų sąjūdis,Renew Europe Group,Lithuania,0,1,0,31,8,FALSE,TRUE
414,0,,,"  – Κυρία Πρόεδρε, το Ταμείο Ανάκαμψης των 750 δισεκατομμυρίων ευρώ είναι ένα σημαντικό θετικό βήμα και γι’ αυτό πρέπει να ξεκινήσει χωρίς άλλη καθυστέρηση. Το Ευρωπαϊκό Κοινοβούλιο ζητά μάλιστα διπλάσια προχρηματοδότηση 20% και όχι 10%, με σχέδιο, διαφάνεια, έντιμη διαχείριση και πλήρη σεβασμό του κράτους δικαίου. Ο πολυετής προϋπολογισμός, όμως, παρά την αύξηση των 16 δισεκατομμυρίων που πετύχαμε ως Ευρωπαϊκό Κοινοβούλιο, παραμένει ανεπαρκής. Είναι αδύνατον η Ευρωπαϊκή Ένωση να πετύχει τους στόχους που έχει θέσει με προϋπολογισμό της τάξης του 1% του ευρωπαϊκού ΑΕΠ. Γι’ αυτό ζητάμε να προχωρήσει ο φόρος των συναλλαγών, καθώς και η φορολόγηση των ψηφιακών γιγάντων, να αλλάξουν οι κανόνες του Συμφώνου Σταθερότητας και οι ρυθμίσεις για το χρέος, προκειμένου να αποφύγουμε έναν νέο γύρο σκληρής μονόπλευρης λιτότητας.  Κύριε Michel, απέναντι στην τουρκική προκλητικότητα η Σύνοδος Κορυφής ήταν ένα Βατερλώ. Συνεχίζετε να χαϊδεύετε τον Ερντογάν, που πανηγυρίζει δικαίως για τις αποφάσεις σας. Συνεχίζετε να απορρίπτετε το συντριπτικό ψήφισμα του Ευρωπαϊκού Κοινοβουλίου, που, με 631 ψήφους υπέρ και μόλις 3 κατά, ζητά αυστηρές κυρώσεις κατά του καθεστώτος Ερντογάν. Γιατί μόνο έτσι μπορεί να αναγκαστεί ο Ερντογάν να σεβαστεί το διεθνές δίκαιο και την καλή γειτονία.  Κύριε Michel και κυρία von der Leyen, το σφοδρό δεύτερο κύμα της πανδημίας και η μεγάλη ύφεση δεν επιτρέπουν αυτοεπαίνους και εξωραϊσμούς. Χρειάζονται περισσότερα και ταχύτερα βήματα για τη θωράκιση της δημόσιας υγείας, την οικονομική ανάκαμψη και τη μείωση των κοινωνικών ανισοτήτων που αυξάνονται επικίνδυνα.","More and faster steps are needed to shield public health, economic recovery and the reduction of social inequalities that are increasing dangerously.",EL,2020,Coalition of the Radical Left,GUE/NGL,Greece,0,2,0,29,11,FALSE,TRUE
